sample,fastq_1,fastq_2,sample_name,species
HHJ7KDSXC_2_8bp-UDP0005,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0005_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0005_2.fastq.gz,BB1616,Gorilla gorilla
HHJ7KDSXC_2_8bp-UDP0006,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0006_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0006_2.fastq.gz,BB1617,Pan troglodytes
HHJ7KDSXC_2_8bp-UDP0007,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0007_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0007_2.fastq.gz,BB1618,Panthera leo
HHJ7KDSXC_2_8bp-UDP0008,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0008_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0008_2.fastq.gz,BB1619,Panthera tigris
HHJ7KDSXC_2_8bp-UDP0009,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0009_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0009_2.fastq.gz,BB1620,Phacochoerus africanus
HHJ7KDSXC_2_8bp-UDP0010,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0010_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0010_2.fastq.gz,BB1621,Phacochoerus africanus
HHJ7KDSXC_2_8bp-UDP0011,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0011_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0011_2.fastq.gz,BB1622,Pongo pygmaeus
HHJ7KDSXC_2_8bp-UDP0012,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0012_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0012_2.fastq.gz,BB1623,Pongo pygmaeus
HHJ7KDSXC_2_8bp-UDP0013,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0013_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0013_2.fastq.gz,BB1624,Procavia capensis
HHJ7KDSXC_2_8bp-UDP0014,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0014_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0014_2.fastq.gz,BB1625,Zalophus californianus
HHJ7KDSXC_2_8bp-UDP0015,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0015_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_2_8bp-UDP0015_2.fastq.gz,BB1626,Aepyceros melampus
HHJ7KDSXC_3_8bp-UDP0001,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0001_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0001_2.fastq.gz,BB1612,Bos grunniens
HHJ7KDSXC_3_8bp-UDP0002,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0002_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0002_2.fastq.gz,BB1613,Dolichotis patagonum
HHJ7KDSXC_3_8bp-UDP0003,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0003_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0003_2.fastq.gz,BB1614,Equus caballus
HHJ7KDSXC_3_8bp-UDP0004,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0004_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0004_2.fastq.gz,BB1615,Equus quagga
HHJ7KDSXC_3_8bp-UDP0005,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0005_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0005_2.fastq.gz,BB1616,Gorilla gorilla
HHJ7KDSXC_3_8bp-UDP0006,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0006_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0006_2.fastq.gz,BB1617,Pan troglodytes
HHJ7KDSXC_3_8bp-UDP0007,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0007_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0007_2.fastq.gz,BB1618,Panthera leo
HHJ7KDSXC_3_8bp-UDP0008,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0008_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0008_2.fastq.gz,BB1619,Panthera tigris
HHJ7KDSXC_3_8bp-UDP0009,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0009_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0009_2.fastq.gz,BB1620,Phacochoerus africanus
HHJ7KDSXC_3_8bp-UDP0010,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0010_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0010_2.fastq.gz,BB1621,Phacochoerus africanus
HHJ7KDSXC_3_8bp-UDP0011,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0011_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0011_2.fastq.gz,BB1622,Pongo pygmaeus
HHJ7KDSXC_3_8bp-UDP0012,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0012_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0012_2.fastq.gz,BB1623,Pongo pygmaeus
HHJ7KDSXC_3_8bp-UDP0013,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0013_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0013_2.fastq.gz,BB1624,Procavia capensis
HHJ7KDSXC_3_8bp-UDP0014,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0014_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0014_2.fastq.gz,BB1625,Zalophus californianus
HHJ7KDSXC_3_8bp-UDP0015,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0015_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_3_8bp-UDP0015_2.fastq.gz,BB1626,Aepyceros melampus
HHJ7KDSXC_4_8bp-UDP0001,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0001_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0001_2.fastq.gz,BB1612,Bos grunniens
HHJ7KDSXC_4_8bp-UDP0002,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0002_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0002_2.fastq.gz,BB1613,Dolichotis patagonum
HHJ7KDSXC_4_8bp-UDP0003,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0003_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0003_2.fastq.gz,BB1614,Equus caballus
HHJ7KDSXC_4_8bp-UDP0004,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0004_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0004_2.fastq.gz,BB1615,Equus quagga
HHJ7KDSXC_4_8bp-UDP0005,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0005_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0005_2.fastq.gz,BB1616,Gorilla gorilla
HHJ7KDSXC_4_8bp-UDP0006,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0006_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0006_2.fastq.gz,BB1617,Pan troglodytes
HHJ7KDSXC_4_8bp-UDP0007,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0007_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0007_2.fastq.gz,BB1618,Panthera leo
HHJ7KDSXC_4_8bp-UDP0008,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0008_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0008_2.fastq.gz,BB1619,Panthera tigris
HHJ7KDSXC_4_8bp-UDP0009,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0009_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0009_2.fastq.gz,BB1620,Phacochoerus africanus
HHJ7KDSXC_4_8bp-UDP0010,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0010_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0010_2.fastq.gz,BB1621,Phacochoerus africanus
HHJ7KDSXC_4_8bp-UDP0011,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0011_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0011_2.fastq.gz,BB1622,Pongo pygmaeus
HHJ7KDSXC_4_8bp-UDP0012,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0012_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0012_2.fastq.gz,BB1623,Pongo pygmaeus
HHJ7KDSXC_4_8bp-UDP0013,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0013_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0013_2.fastq.gz,BB1624,Procavia capensis
HHJ7KDSXC_4_8bp-UDP0014,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0014_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0014_2.fastq.gz,BB1625,Zalophus californianus
HHJ7KDSXC_4_8bp-UDP0015,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0015_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HHJ7KDSXC_4_8bp-UDP0015_2.fastq.gz,BB1626,Aepyceros melampus
HJGHLDSXC_1_8bp-UDP0001,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0001_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0001_2.fastq.gz,BB1612,Bos grunniens
HJGHLDSXC_1_8bp-UDP0002,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0002_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0002_2.fastq.gz,BB1613,Dolichotis patagonum
HJGHLDSXC_1_8bp-UDP0003,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0003_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0003_2.fastq.gz,BB1614,Equus caballus
HJGHLDSXC_1_8bp-UDP0004,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0004_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0004_2.fastq.gz,BB1615,Equus quagga
HJGHLDSXC_1_8bp-UDP0005,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0005_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0005_2.fastq.gz,BB1616,Gorilla gorilla
HJGHLDSXC_1_8bp-UDP0006,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0006_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0006_2.fastq.gz,BB1617,Pan troglodytes
HJGHLDSXC_1_8bp-UDP0010,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0010_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0010_2.fastq.gz,BB1621,Phacochoerus africanus
HJGHLDSXC_1_8bp-UDP0011,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0011_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0011_2.fastq.gz,BB1622,Pongo pygmaeus
HJGHLDSXC_1_8bp-UDP0012,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0012_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0012_2.fastq.gz,BB1623,Pongo pygmaeus
HJGHLDSXC_1_8bp-UDP0013,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0013_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0013_2.fastq.gz,BB1624,Procavia capensis
HJGHLDSXC_1_8bp-UDP0014,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0014_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0014_2.fastq.gz,BB1625,Zalophus californianus
HJGHLDSXC_1_8bp-UDP0015,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0015_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_1_8bp-UDP0015_2.fastq.gz,BB1626,Aepyceros melampus
HJGHLDSXC_2_8bp-UDP0001,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_2_8bp-UDP0001_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_2_8bp-UDP0001_2.fastq.gz,BB1612,Bos grunniens
HJGHLDSXC_2_8bp-UDP0002,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_2_8bp-UDP0002_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_2_8bp-UDP0002_2.fastq.gz,BB1613,Dolichotis patagonum
HJGHLDSXC_2_8bp-UDP0003,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_2_8bp-UDP0003_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_2_8bp-UDP0003_2.fastq.gz,BB1614,Equus caballus
HJGHLDSXC_2_8bp-UDP0004,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_2_8bp-UDP0004_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_14/20250221/FASTQ/HJGHLDSXC_2_8bp-UDP0004_2.fastq.gz,BB1615,Equus quagga
