sample,fastq_1,fastq_2,sample_name,species
H52JMDSXF_1_8bp-UDP0238,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0238_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0238_2.fastq.gz,ABA23232,Bison bonasus
H52JMDSXF_1_8bp-UDP0239,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0239_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0239_2.fastq.gz,ABA23445,Cercocebus torquatus
H52JMDSXF_1_8bp-UDP0240,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0240_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0240_2.fastq.gz,ABA23453,Aepyceros melampus
H52JMDSXF_1_8bp-UDP0241,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0241_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0241_2.fastq.gz,ABA23481,Loxodonta africana
H52JMDSXF_1_8bp-UDP0242V3,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0242V3_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0242V3_2.fastq.gz,ABA23489,Notamacropus rufogriseus
H52JMDSXF_1_8bp-UDP0243,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0243_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_1_8bp-UDP0243_2.fastq.gz,ABA23505,Notamacropus rufogriseus
H52JMDSXF_2_8bp-UDP0238,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0238_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0238_2.fastq.gz,ABA23232,Bison bonasus
H52JMDSXF_2_8bp-UDP0239,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0239_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0239_2.fastq.gz,ABA23445,Cercocebus torquatus
H52JMDSXF_2_8bp-UDP0240,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0240_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0240_2.fastq.gz,ABA23453,Aepyceros melampus
H52JMDSXF_2_8bp-UDP0241,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0241_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0241_2.fastq.gz,ABA23481,Loxodonta africana
H52JMDSXF_2_8bp-UDP0242V3,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0242V3_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0242V3_2.fastq.gz,ABA23489,Notamacropus rufogriseus
H52JMDSXF_2_8bp-UDP0243,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0243_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_2_8bp-UDP0243_2.fastq.gz,ABA23505,Notamacropus rufogriseus
H52JMDSXF_3_8bp-UDP0238,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0238_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0238_2.fastq.gz,ABA23232,Bison bonasus
H52JMDSXF_3_8bp-UDP0239,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0239_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0239_2.fastq.gz,ABA23445,Cercocebus torquatus
H52JMDSXF_3_8bp-UDP0240,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0240_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0240_2.fastq.gz,ABA23453,Aepyceros melampus
H52JMDSXF_3_8bp-UDP0241,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0241_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0241_2.fastq.gz,ABA23481,Loxodonta africana
H52JMDSXF_3_8bp-UDP0242V3,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0242V3_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0242V3_2.fastq.gz,ABA23489,Notamacropus rufogriseus
H52JMDSXF_3_8bp-UDP0243,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0243_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_3_8bp-UDP0243_2.fastq.gz,ABA23505,Notamacropus rufogriseus
H52JMDSXF_4_8bp-UDP0238,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0238_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0238_2.fastq.gz,ABA23232,Bison bonasus
H52JMDSXF_4_8bp-UDP0239,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0239_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0239_2.fastq.gz,ABA23445,Cercocebus torquatus
H52JMDSXF_4_8bp-UDP0240,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0240_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0240_2.fastq.gz,ABA23453,Aepyceros melampus
H52JMDSXF_4_8bp-UDP0241,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0241_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0241_2.fastq.gz,ABA23481,Loxodonta africana
H52JMDSXF_4_8bp-UDP0242V3,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0242V3_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0242V3_2.fastq.gz,ABA23489,Notamacropus rufogriseus
H52JMDSXF_4_8bp-UDP0243,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0243_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52JMDSXF_4_8bp-UDP0243_2.fastq.gz,ABA23505,Notamacropus rufogriseus
H52MTDSXF_1_8bp-UDP0239,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_1_8bp-UDP0239_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_1_8bp-UDP0239_2.fastq.gz,ABA23445,Cercocebus torquatus
H52MTDSXF_1_8bp-UDP0240,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_1_8bp-UDP0240_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_1_8bp-UDP0240_2.fastq.gz,ABA23453,Aepyceros melampus
H52MTDSXF_1_8bp-UDP0242V3,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_1_8bp-UDP0242V3_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_1_8bp-UDP0242V3_2.fastq.gz,ABA23489,Notamacropus rufogriseus
H52MTDSXF_1_8bp-UDP0243,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_1_8bp-UDP0243_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_1_8bp-UDP0243_2.fastq.gz,ABA23505,Notamacropus rufogriseus
H52MTDSXF_2_8bp-UDP0239,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_2_8bp-UDP0239_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_2_8bp-UDP0239_2.fastq.gz,ABA23445,Cercocebus torquatus
H52MTDSXF_2_8bp-UDP0240,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_2_8bp-UDP0240_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_2_8bp-UDP0240_2.fastq.gz,ABA23453,Aepyceros melampus
H52MTDSXF_2_8bp-UDP0242V3,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_2_8bp-UDP0242V3_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_2_8bp-UDP0242V3_2.fastq.gz,ABA23489,Notamacropus rufogriseus
H52MTDSXF_2_8bp-UDP0243,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_2_8bp-UDP0243_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_2_8bp-UDP0243_2.fastq.gz,ABA23505,Notamacropus rufogriseus
H52MTDSXF_3_8bp-UDP0239,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_3_8bp-UDP0239_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_3_8bp-UDP0239_2.fastq.gz,ABA23445,Cercocebus torquatus
H52MTDSXF_3_8bp-UDP0240,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_3_8bp-UDP0240_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_3_8bp-UDP0240_2.fastq.gz,ABA23453,Aepyceros melampus
H52MTDSXF_3_8bp-UDP0242V3,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_3_8bp-UDP0242V3_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_3_8bp-UDP0242V3_2.fastq.gz,ABA23489,Notamacropus rufogriseus
H52MTDSXF_3_8bp-UDP0243,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_3_8bp-UDP0243_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_3_8bp-UDP0243_2.fastq.gz,ABA23505,Notamacropus rufogriseus
H52MTDSXF_4_8bp-UDP0239,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_4_8bp-UDP0239_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_4_8bp-UDP0239_2.fastq.gz,ABA23445,Cercocebus torquatus
H52MTDSXF_4_8bp-UDP0240,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_4_8bp-UDP0240_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_4_8bp-UDP0240_2.fastq.gz,ABA23453,Aepyceros melampus
H52MTDSXF_4_8bp-UDP0242V3,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_4_8bp-UDP0242V3_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_4_8bp-UDP0242V3_2.fastq.gz,ABA23489,Notamacropus rufogriseus
H52MTDSXF_4_8bp-UDP0243,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_4_8bp-UDP0243_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H52MTDSXF_4_8bp-UDP0243_2.fastq.gz,ABA23505,Notamacropus rufogriseus
H7NJTDSXF_1_8bp-UDP0241,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H7NJTDSXF_1_8bp-UDP0241_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H7NJTDSXF_1_8bp-UDP0241_2.fastq.gz,ABA23481,Loxodonta africana
H7NJTDSXF_2_8bp-UDP0241,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H7NJTDSXF_2_8bp-UDP0241_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H7NJTDSXF_2_8bp-UDP0241_2.fastq.gz,ABA23481,Loxodonta africana
H7NJTDSXF_3_8bp-UDP0241,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H7NJTDSXF_3_8bp-UDP0241_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H7NJTDSXF_3_8bp-UDP0241_2.fastq.gz,ABA23481,Loxodonta africana
H7NJTDSXF_4_8bp-UDP0241,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H7NJTDSXF_4_8bp-UDP0241_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_13/20250411/FASTQ/H7NJTDSXF_4_8bp-UDP0241_2.fastq.gz,ABA23481,Loxodonta africana
